,mileage,model,phone:,price,ref_link,seller,year
13,58260.0,Q90 LIFE CHARGE RAPIDE,0411853130,9330.0,https://www.lacentrale.fr/auto-occasion-annonce-69102974259.html,Professionnel,2013.0
14,17850.0,Q90 ZEN CHARGE RAPIDE TYPE 2,0130267808,11880.0,https://www.lacentrale.fr/auto-occasion-annonce-87101157852.html,Professionnel,2016.0
15,36420.0,Q90 LIFE,0176437440,9340.0,https://www.lacentrale.fr/auto-occasion-annonce-69103235632.html,Professionnel,2016.0
0,46500.0,Q90 INTENS CHARGE RAPIDE,0482797712,14860.0,https://www.lacentrale.fr/auto-occasion-annonce-69102433922.html,Professionnel,2015.0
1,19.0,Q90 INTENS,0164765421,14860.0,https://www.lacentrale.fr/auto-occasion-annonce-69103297799.html,Professionnel,2015.0
2,8874.0,INTENS,0540026663,11970.0,https://www.lacentrale.fr/auto-occasion-annonce-69103308536.html,Professionnel,2016.0
3,15857.0,Q90 INTENS CHARGE RAPIDE,0184355860,10560.0,https://www.lacentrale.fr/auto-occasion-annonce-69103358286.html,Professionnel,2016.0
4,8480.0,R90 INTENS,0182888600,15460.0,https://www.lacentrale.fr/auto-occasion-annonce-69103246268.html,Professionnel,2018.0
5,38132.0,Q90 INTENS CHARGE RAPIDE,0483590228,11860.0,https://www.lacentrale.fr/auto-occasion-annonce-69102671538.html,Professionnel,2016.0
6,18742.0,Q90 INTENS,0176287988,11880.0,https://www.lacentrale.fr/auto-occasion-annonce-69103247563.html,Professionnel,2014.0
7,10368.0,Q90 ZEN CHARGE RAPIDE,0164581628,7400.0,https://www.lacentrale.fr/auto-occasion-annonce-69103381529.html,Professionnel,2014.0
8,44983.0,Q90 LIFE,0184162265,9180.0,https://www.lacentrale.fr/auto-occasion-annonce-69103375802.html,Professionnel,2016.0
9,21144.0,Q90 LIFE,0184156937,11370.0,https://www.lacentrale.fr/auto-occasion-annonce-69103346284.html,Professionnel,2015.0
10,114.0,R90 ZEN TYPE 2,0176370381,14700.0,https://www.lacentrale.fr/auto-occasion-annonce-69103246423.html,Professionnel,2015.0
11,10866.0,Q90 LIFE CHARGE RAPIDE,0184316908,11630.0,https://www.lacentrale.fr/auto-occasion-annonce-69102900550.html,Professionnel,2016.0
12,5800.0,R90 EDITION ONE,0176372266,23660.0,https://www.lacentrale.fr/auto-occasion-annonce-69103318497.html,Professionnel,2017.0
13,42310.0,Q90 LIFE,0549916632,11230.0,https://www.lacentrale.fr/auto-occasion-annonce-69103151598.html,Professionnel,2015.0
14,63608.0,Q90 ZEN CHARGE RAPIDE,0176437441,9340.0,https://www.lacentrale.fr/auto-occasion-annonce-69103257136.html,Professionnel,2014.0
15,39634.0,Q90 ZEN CHARGE RAPIDE,0490147057,9610.0,https://www.lacentrale.fr/auto-occasion-annonce-69103386151.html,Professionnel,2013.0
0,112.0,ZEN R90,0519652169,26080.0,https://www.lacentrale.fr/auto-occasion-annonce-69103246569.html,Professionnel,2017.0
1,1070.0,R90 INTENS,0182889484,20220.0,https://www.lacentrale.fr/auto-occasion-annonce-69103245828.html,Professionnel,2019.0
2,34555.0,Q90 INTENS,0428029123,11160.0,https://www.lacentrale.fr/auto-occasion-annonce-69103386016.html,Professionnel,2015.0
3,74542.0,Q90 LIFE,0411854790,10110.0,https://www.lacentrale.fr/auto-occasion-annonce-69103339335.html,Professionnel,2014.0
4,7038.0,Q90 LIFE,0164759892,13510.0,https://www.lacentrale.fr/auto-occasion-annonce-69103297798.html,Professionnel,2016.0
5,5250.0,R90 ZEN,0176439660,20980.0,https://www.lacentrale.fr/auto-occasion-annonce-69103249249.html,Professionnel,2017.0
6,45685.0,Q90 LIFE,0490140657,12020.0,https://www.lacentrale.fr/auto-occasion-annonce-69103386148.html,Professionnel,2016.0
7,15577.0,ZEN CHARGE RAPIDE,0549522273,12480.0,https://www.lacentrale.fr/auto-occasion-annonce-69103061235.html,Professionnel,2013.0
8,38701.0,R90 ZEN,0411859091,14540.0,https://www.lacentrale.fr/auto-occasion-annonce-69103372148.html,Professionnel,2018.0
9,5600.0,R90 ZEN,0176436647,22380.0,https://www.lacentrale.fr/auto-occasion-annonce-69103249235.html,Professionnel,2017.0
10,181.0,R90 INTENS,0182890675,21520.0,https://www.lacentrale.fr/auto-occasion-annonce-69103318439.html,Professionnel,2017.0
11,36300.0,LIFE,0428028699,11490.0,https://www.lacentrale.fr/auto-occasion-annonce-69103386038.html,Professionnel,2017.0
12,16499.0,Q90 ZEN,0182888736,10470.0,https://www.lacentrale.fr/auto-occasion-annonce-69103274242.html,Professionnel,2016.0
13,106.0,R90 INTENS,0176441071,22140.0,https://www.lacentrale.fr/auto-occasion-annonce-69103249250.html,Professionnel,2019.0
14,45819.0,ZEN,0428023133,10730.0,https://www.lacentrale.fr/auto-occasion-annonce-69103386018.html,Professionnel,2015.0
15,63759.0,Q90 LIFE,0411861122,9030.0,https://www.lacentrale.fr/auto-occasion-annonce-69103282517.html,Professionnel,2014.0
0,85.0,R75 LIFE,0650154780,22360.0,https://www.lacentrale.fr/auto-occasion-annonce-87101217480.html,Professionnel,2019.0
1,64615.0,LIFE CHARGE RAPIDE,0176387149,9870.0,https://www.lacentrale.fr/auto-occasion-annonce-69103299060.html,Professionnel,2015.0
2,5649.0,R90 INTENS GAMME 2017,0182885053,27680.0,https://www.lacentrale.fr/auto-occasion-annonce-69103318536.html,Professionnel,2019.0
3,8763.0,Q90 INTENS CHARGE RAPIDE,0411353548,9960.0,https://www.lacentrale.fr/auto-occasion-annonce-69103375081.html,Professionnel,2013.0
4,114.0,ZEN R90,0519653210,24650.0,https://www.lacentrale.fr/auto-occasion-annonce-69103246592.html,Professionnel,2019.0
5,4968.0,R90 INTENS,0411806127,19420.0,https://www.lacentrale.fr/auto-occasion-annonce-69103036690.html,Professionnel,2019.0
6,4130.0,R90 INTENS TYPE 2,0182883096,20650.0,https://www.lacentrale.fr/auto-occasion-annonce-69103249136.html,Professionnel,2018.0
7,30033.0,INTENS CHARGE RAPIDE,0176285682,11280.0,https://www.lacentrale.fr/auto-occasion-annonce-69103392561.html,Professionnel,2014.0
8,115.0,ZEN R90,0519653782,25870.0,https://www.lacentrale.fr/auto-occasion-annonce-69103246593.html,Professionnel,2017.0
9,550.0,R90 ZEN,0176438492,22310.0,https://www.lacentrale.fr/auto-occasion-annonce-69103249233.html,Professionnel,2017.0
10,21004.0,R90 ZEN GAMME 2017,0176291958,17800.0,https://www.lacentrale.fr/auto-occasion-annonce-69103372064.html,Professionnel,2018.0
11,2320.0,Q90 INTENS CHARGE RAPIDE GAMME 2017,0184160590,20760.0,https://www.lacentrale.fr/auto-occasion-annonce-87101156463.html,Professionnel,2017.0
12,49729.0,LIFE,0428028717,10980.0,https://www.lacentrale.fr/auto-occasion-annonce-69103386279.html,Professionnel,2013.0
13,3270.0,R90 ZEN,0182885270,20710.0,https://www.lacentrale.fr/auto-occasion-annonce-69103318532.html,Professionnel,2019.0
14,47571.0,INTENS,0428023659,10880.0,https://www.lacentrale.fr/auto-occasion-annonce-69103386278.html,Professionnel,2015.0
15,49729.0,INT MA 7,0532151134,11070.0,https://www.lacentrale.fr/auto-occasion-annonce-69103033439.html,Professionnel,2013.0
0,14699.0,Q90 LIFE CHARGE RAPIDE,0175913584,9610.0,https://www.lacentrale.fr/auto-occasion-annonce-69103372417.html,Professionnel,2013.0
1,42039.0,INTENS CHARGE RAPIDE,0176282746,11180.0,https://www.lacentrale.fr/auto-occasion-annonce-69103392560.html,Professionnel,2016.0
2,114.0,LIFE R75,0519654419,24040.0,https://www.lacentrale.fr/auto-occasion-annonce-69103246570.html,Professionnel,2019.0
3,1190.0,R90 INTENS,0182890967,22610.0,https://www.lacentrale.fr/auto-occasion-annonce-69103245819.html,Professionnel,2017.0
4,73873.0,Q90 INTENS CHARGE RAPIDE,0184358226,10620.0,https://www.lacentrale.fr/auto-occasion-annonce-69103368045.html,Professionnel,2013.0
5,112.0,INTENS R90,0519655754,26700.0,https://www.lacentrale.fr/auto-occasion-annonce-69103246568.html,Professionnel,2019.0
6,2280.0,R90 INTENS TYPE 2,0134825567,15260.0,https://www.lacentrale.fr/auto-occasion-annonce-69103347958.html,Professionnel,2018.0
7,61315.0,Q90 INTENS CHARGE RAPIDE,0675445152,9820.0,https://www.lacentrale.fr/auto-occasion-annonce-87101208109.html,Professionnel,2013.0
8,2775.0,R75 LIFE GAMME 2017,0519653469,23190.0,https://www.lacentrale.fr/auto-occasion-annonce-69103245433.html,Professionnel,2017.0
9,71488.0,Q90 INTENS,0490140087,9080.0,https://www.lacentrale.fr/auto-occasion-annonce-69103386150.html,Professionnel,2016.0
10,1815.0,R75 LIFE,0182886562,18740.0,https://www.lacentrale.fr/auto-occasion-annonce-69103246304.html,Professionnel,2019.0
11,67592.0,Q90 LIFE,0411853250,10520.0,https://www.lacentrale.fr/auto-occasion-annonce-69103339337.html,Professionnel,2014.0
12,61702.0,Q90 LIFE CHARGE RAPIDE,0411854382,8380.0,https://www.lacentrale.fr/auto-occasion-annonce-69103231798.html,Professionnel,2015.0
13,14931.0,LIFE,0532149354,11460.0,https://www.lacentrale.fr/auto-occasion-annonce-69103325617.html,Professionnel,2013.0
14,45913.0,Q90 LIFE CHARGE RAPIDE,0176289249,10170.0,https://www.lacentrale.fr/auto-occasion-annonce-69103372048.html,Professionnel,2016.0
15,49079.0,Q90 INTENS CHARGE RAPIDE,0490148028,9430.0,https://www.lacentrale.fr/auto-occasion-annonce-69103386149.html,Professionnel,2013.0
0,1060.0,R90 INTENS,0134827486,19060.0,https://www.lacentrale.fr/auto-occasion-annonce-69103359332.html,Professionnel,2019.0
1,42340.0,Q90 ZEN CHARGE RAPIDE,0411806850,9150.0,https://www.lacentrale.fr/auto-occasion-annonce-69102751539.html,Professionnel,2012.0
2,7440.0,R90 ZEN,0184647284,20210.0,https://www.lacentrale.fr/auto-occasion-annonce-87101197799.html,Professionnel,2017.0
